site,building,storey,id,ifc_type,name,cx,cy,cz,size_x,size_y,size_z,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z
Springfield,Hillside House,Ground Floor,11032,IfcColumn,COL-E-008,26.773,-26.9704,2.1128,0.1779,0.1754,4.4856,26.684,-27.0581,-0.13,26.862,-26.8827,4.3556
Springfield,Hillside House,Ground Floor,11034,IfcColumn,COL-E-009,26.5347,-26.7141,2.1556,0.1779,0.1754,4.2713,26.4457,-26.8018,0.02,26.6236,-26.6264,4.2913
Springfield,Hillside House,Ground Floor,11050,IfcColumn,COL-E-010,25.9899,-26.1282,2.0822,0.1779,0.1754,4.1243,25.9009,-26.2159,0.02,26.0789,-26.0405,4.1443
Springfield,Hillside House,Ground Floor,11043,IfcColumn,COL-E-011,25.4111,-25.5057,2.0041,0.1779,0.1754,3.9682,25.3222,-25.5934,0.02,25.5001,-25.418,3.9882
Springfield,Hillside House,Ground Floor,11055,IfcColumn,COL-E-012,24.3557,-24.3706,1.9138,0.1779,0.1754,3.7876,24.2667,-24.4583,0.02,24.4447,-24.2829,3.8076
Springfield,Hillside House,Ground Floor,11081,IfcColumn,COL-E-013,23.7769,-23.7481,1.8771,0.1779,0.1754,3.7142,23.6879,-23.8358,0.02,23.8659,-23.6604,3.7342
Springfield,Hillside House,Ground Floor,11053,IfcColumn,COL-E-014,23.2322,-23.1622,1.8416,0.1779,0.1754,3.6432,23.1432,-23.2499,0.02,23.3211,-23.0745,3.6632
Springfield,Hillside House,Ground Floor,11130,IfcColumn,COL-E-015,21.9044,-21.7341,1.9813,0.1779,0.1754,3.0226,21.8154,-21.8218,0.47,21.9933,-21.6464,3.4926
Springfield,Hillside House,Ground Floor,11063,IfcColumn,COL-E-016,19.453,-19.0976,1.8238,0.1779,0.1754,2.7077,19.364,-19.1853,0.47,19.542,-19.01,3.1777
Springfield,Hillside House,Ground Floor,11072,IfcColumn,COL-E-017,21.3256,-21.1116,1.9441,0.1609,0.1571,2.9483,21.2451,-21.1901,0.47,21.406,-21.0331,3.4183
Springfield,Hillside House,Ground Floor,11073,IfcColumn,COL-E-018,22.9938,-22.9059,1.8263,0.1609,0.1571,3.6126,22.9134,-22.9844,0.02,23.0743,-22.8273,3.6326
Springfield,Hillside House,Ground Floor,11075,IfcColumn,COL-E-019,23.4364,-23.3819,1.8547,0.1609,0.1571,3.6695,23.356,-23.4604,0.02,23.5169,-23.3034,3.6895
Springfield,Hillside House,Ground Floor,11085,IfcColumn,COL-E-020,23.9812,-23.9678,1.8897,0.1609,0.1571,3.7395,23.9007,-24.0463,0.02,24.0616,-23.8892,3.7595
Springfield,Hillside House,Ground Floor,11092,IfcColumn,COL-E-021,24.9004,-24.9564,1.9489,0.1609,0.1571,3.8579,24.82,-25.035,0.02,24.9809,-24.8779,3.8779
Springfield,Hillside House,Ground Floor,11093,IfcColumn,COL-E-022,25.0707,-25.1395,1.9581,0.1609,0.1571,3.8763,24.9902,-25.2181,0.02,25.1511,-25.061,3.8963
Springfield,Hillside House,Ground Floor,11103,IfcColumn,COL-E-023,25.7176,-25.8353,2.0454,0.1609,0.1571,4.0509,25.6371,-25.9138,0.02,25.798,-25.7567,4.0708
Springfield,Hillside House,Ground Floor,11104,IfcColumn,COL-E-024,26.2623,-26.4212,2.1189,0.1609,0.1571,4.1978,26.1818,-26.4997,0.02,26.3428,-26.3426,4.2178
Springfield,Hillside House,Ground Floor,11113,IfcBeam,BEM-P-025,16.5305,-14.2211,1.73,2.4875,2.67,0.1,15.2867,-15.5561,1.68,17.7742,-12.8862,1.78
Springfield,Hillside House,Ground Floor,11116,IfcSlab,SLB-0-003,21.3974,-20.2784,0.295,3.9824,4.1668,0.25,19.4062,-22.3618,0.17,23.3887,-18.195,0.42
Springfield,Hillside House,Ground Floor,11126,IfcSlab,SLB-0-004,25.1644,-24.3298,-0.155,4.3309,4.5416,0.25,22.999,-26.6007,-0.28,27.3299,-22.059,-0.03
Springfield,Hillside House,Ground Floor,11129,IfcSlab,SLB-0-005,28.6186,-28.7522,-1.175,3.4858,3.7715,0.25,27.3098,-30.9409,-1.3,30.7955,-27.1694,-1.05
Springfield,Hillside House,Ground Floor,11138,IfcSlab,SLB-0-002,20.2637,-16.254,0.825,4.4708,4.2524,0.25,18.0283,-18.3802,0.7,22.4991,-14.1278,0.95
Springfield,Hillside House,Ground Floor,11135,IfcSlab,SLB-0-018,38.0381,-27.9397,-1.655,4.7656,4.7872,0.25,35.6553,-30.3333,-1.78,40.4209,-25.5461,-1.53
Springfield,Hillside House,Ground Floor,11144,IfcBeam,RBM-021,34.3154,-22.012,1.45,0.3874,0.3899,0.2,34.1217,-22.2069,1.35,34.509,-21.817,1.55
Springfield,Hillside House,Ground Floor,11211,IfcDiscreteAccessory,STL-001,19.2487,-18.8779,1.8897,0.0199,0.02,2.6006,19.2388,-18.8879,0.5894,19.2587,-18.8679,3.19
Springfield,Hillside House,Ground Floor,11248,IfcDiscreteAccessory,STL-002,19.7254,-19.3906,1.84,0.0199,0.02,2.84,19.7154,-19.4006,0.42,19.7353,-19.3806,3.26
Springfield,Hillside House,Ground Floor,11230,IfcDiscreteAccessory,STL-003,21.0872,-20.8553,1.925,0.0199,0.02,3.01,21.0773,-20.8653,0.42,21.0972,-20.8453,3.43
Springfield,Hillside House,Ground Floor,11221,IfcDiscreteAccessory,STL-004,21.632,-21.4412,1.9583,0.0199,0.02,3.0766,21.622,-21.4512,0.42,21.6419,-21.4312,3.4966
Springfield,Hillside House,Ground Floor,11222,IfcDiscreteAccessory,STL-005,27.8625,-28.1422,1.8163,0.0199,0.02,5.7325,27.8525,-28.1522,-1.05,27.8724,-28.1322,4.6825
Springfield,Hillside House,Ground Floor,11232,IfcDiscreteAccessory,STL-006,27.6582,-27.9225,1.8709,0.0199,0.02,5.5018,27.6482,-27.9325,-0.88,27.6681,-27.9125,4.6218
Springfield,Hillside House,Ground Floor,11236,IfcDiscreteAccessory,STL-007,27.3858,-27.6295,1.9276,0.0199,0.02,5.2751,27.3759,-27.6395,-0.71,27.3958,-27.6195,4.5651
Springfield,Hillside House,Ground Floor,11242,IfcDiscreteAccessory,STL-008,26.773,-26.9704,2.0963,0.0199,0.02,4.5926,26.763,-26.9804,-0.2,26.7829,-26.9604,4.3926
Springfield,Hillside House,Ground Floor,11243,IfcDiscreteAccessory,STL-009,26.5347,-26.7141,2.1504,0.0199,0.02,4.3609,26.5247,-26.7241,-0.03,26.5446,-26.7041,4.3308
Springfield,Hillside House,Ground Floor,11268,IfcDiscreteAccessory,STL-010,25.9899,-26.1282,2.0799,0.0199,0.02,4.2198,25.98,-26.1382,-0.03,25.9999,-26.1182,4.1898
Springfield,Hillside House,Ground Floor,11253,IfcDiscreteAccessory,STL-011,25.4111,-25.5057,2.0049,0.0199,0.02,4.0699,25.4012,-25.5157,-0.03,25.4211,-25.4957,4.0399
Springfield,Hillside House,Ground Floor,11283,IfcDiscreteAccessory,STL-012,24.3557,-24.3706,1.9082,0.0199,0.02,3.8765,24.3457,-24.3806,-0.03,24.3656,-24.3606,3.8465
Springfield,Hillside House,Ground Floor,11258,IfcDiscreteAccessory,STL-013,23.7769,-23.7481,1.8711,0.0199,0.02,3.8022,23.767,-23.7581,-0.03,23.7869,-23.7381,3.7721
Springfield,Hillside House,Ground Floor,11267,IfcDiscreteAccessory,STL-014,23.2322,-23.1622,1.8361,0.0199,0.02,3.7322,23.2222,-23.1722,-0.03,23.2421,-23.1522,3.7022
Springfield,Hillside House,Ground Floor,11282,IfcDiscreteAccessory,STL-015,21.9044,-21.7341,1.9762,0.0199,0.02,3.1124,21.8944,-21.7441,0.42,21.9143,-21.7241,3.5324
Springfield,Hillside House,Ground Floor,11281,IfcDiscreteAccessory,STL-024,19.453,-19.0976,1.825,0.0199,0.02,2.81,19.4431,-19.1076,0.42,19.463,-19.0876,3.23
Springfield,Hillside House,Ground Floor,11292,IfcDiscreteAccessory,STL-016,21.3256,-21.1116,1.9386,0.0199,0.02,3.0372,21.3156,-21.1216,0.42,21.3355,-21.1016,3.4572
Springfield,Hillside House,Ground Floor,11293,IfcDiscreteAccessory,STL-017,22.9938,-22.9059,1.8208,0.0199,0.02,3.7015,22.9839,-22.9159,-0.03,23.0038,-22.8959,3.6715
Springfield,Hillside House,Ground Floor,11298,IfcDiscreteAccessory,STL-018,23.4364,-23.3819,1.8513,0.0199,0.02,3.7627,23.4265,-23.3919,-0.03,23.4464,-23.3719,3.7327
Springfield,Hillside House,Ground Floor,11303,IfcDiscreteAccessory,STL-019,23.9812,-23.9678,1.8865,0.0199,0.02,3.8329,23.9712,-23.9778,-0.03,23.9911,-23.9578,3.8029
Springfield,Hillside House,Ground Floor,11308,IfcDiscreteAccessory,STL-020,24.9004,-24.9564,1.9432,0.0199,0.02,3.9465,24.8905,-24.9664,-0.03,24.9104,-24.9465,3.9165
Springfield,Hillside House,Ground Floor,11313,IfcDiscreteAccessory,STL-021,25.0707,-25.1395,1.9678,0.0199,0.02,3.9956,25.0607,-25.1495,-0.03,25.0806,-25.1295,3.9656
Springfield,Hillside House,Ground Floor,11325,IfcDiscreteAccessory,STL-022,25.7176,-25.8353,2.0446,0.0199,0.02,4.1493,25.7076,-25.8453,-0.03,25.7275,-25.8253,4.1193
Springfield,Hillside House,Ground Floor,11320,IfcWall,WAL-I-015,31.954,-23.3713,0.3472,1.1552,1.2318,2.53,31.3545,-23.9637,-1.065,32.5097,-22.7319,1.465
Springfield,Hillside House,Ground Floor,11350,IfcColumn,COL-P-001,38.1534,-25.8462,0.075,0.212,0.212,3.11,38.0474,-25.9522,-1.48,38.2594,-25.7402,1.63
Springfield,Hillside House,Ground Floor,11343,IfcColumn,COL-P-002,40.3149,-28.1709,0.075,0.212,0.212,3.11,40.2089,-28.2769,-1.48,40.4209,-28.0649,1.63
Springfield,Hillside House,Ground Floor,11344,IfcColumn,COL-P-003,36.0442,-27.8072,0.075,0.212,0.212,3.11,35.9382,-27.9132,-1.48,36.1502,-27.7012,1.63
Springfield,Hillside House,Ground Floor,11349,IfcColumn,COL-P-004,38.2057,-30.1319,0.075,0.212,0.212,3.11,38.0997,-30.2379,-1.48,38.3117,-30.0259,1.63
Springfield,Hillside House,Ground Floor,11365,IfcBeam,PRG-001,37.125,-28.9696,1.705,2.1692,2.317,0.15,36.0404,-30.1281,1.63,38.2096,-27.8111,1.78
Springfield,Hillside House,Ground Floor,11447,IfcBeam,PRG-002,39.2603,-29.1514,1.705,2.3212,2.1731,0.15,38.0997,-30.2379,1.63,40.4209,-28.0649,1.78
Springfield,Hillside House,Ground Floor,11382,IfcBeam,PRG-003,39.2342,-27.0085,1.705,2.1692,2.317,0.15,38.1496,-28.167,1.63,40.3187,-25.85,1.78
Springfield,Hillside House,Ground Floor,11361,IfcBeam,PRG-007,37.0988,-26.8267,1.705,2.3212,2.1731,0.15,35.9382,-27.9132,1.63,38.2594,-25.7402,1.78
Springfield,Hillside House,Ground Floor,11369,IfcBeam,PRG-009,37.0988,-26.8267,4.8569,2.3212,2.1731,0.15,35.9382,-27.9132,4.7819,38.2594,-25.7402,4.9319
Springfield,Hillside House,Ground Floor,11373,IfcBeam,PRG-006,38.4206,-28.6008,1.705,1.3355,1.4204,0.15,37.7529,-29.311,1.63,39.0884,-27.8906,1.78
Springfield,Hillside House,Ground Floor,11377,IfcBeam,PRG-005,37.3399,-27.4384,1.705,0.8414,0.8889,0.15,36.9192,-27.8829,1.63,37.7606,-26.994,1.78
Springfield,Hillside House,Ground Floor,11381,IfcBeam,PRG-004,37.9325,-27.7233,1.705,2.1015,1.9688,0.15,36.8818,-28.7077,1.63,38.9832,-26.7389,1.78
Springfield,Hillside House,Ground Floor,11391,IfcColumn,COL-P-009,27.0227,-18.1383,2.2335,0.212,0.212,3.5271,26.9167,-18.2443,0.47,27.1287,-18.0323,3.9971
Springfield,Hillside House,Ground Floor,11386,IfcColumn,COL-P-010,25.1753,-16.1514,2.1217,0.212,0.212,3.3034,25.0693,-16.2574,0.47,25.2813,-16.0454,3.7734
Springfield,Hillside House,Ground Floor,11396,IfcColumn,COL-P-011,23.3278,-14.1644,2.003,0.212,0.212,3.066,23.2219,-14.2704,0.47,23.4338,-14.0584,3.536
Springfield,Hillside House,Ground Floor,11401,IfcColumn,COL-P-012,29.1488,-16.1615,2.2335,0.212,0.212,3.5271,29.0428,-16.2675,0.47,29.2548,-16.0555,3.9971
Springfield,Hillside House,Ground Floor,11410,IfcColumn,COL-P-013,27.3014,-14.1746,2.1217,0.212,0.212,3.3034,27.1954,-14.2806,0.47,27.4074,-14.0686,3.7734
Springfield,Hillside House,Ground Floor,11411,IfcColumn,COL-P-014,25.4539,-12.1876,2.003,0.212,0.212,3.066,25.3479,-12.2936,0.47,25.5599,-12.0816,3.536
Springfield,Hillside House,Ground Floor,11417,IfcBeam,PRG-012,27.3014,-14.1746,3.8416,3.7026,3.9662,0.6122,25.4501,-16.1577,3.5355,29.1527,-12.1915,4.1477
Springfield,Hillside House,Ground Floor,11422,IfcBeam,PRG-024,28.0858,-17.1499,4.0721,2.3381,2.1888,0.15,26.9167,-18.2443,3.9971,29.2548,-16.0555,4.1471
Springfield,Hillside House,Ground Floor,11421,IfcBeam,PRG-025,24.3909,-13.176,3.611,2.3381,2.1888,0.15,23.2219,-14.2704,3.536,25.5599,-12.0816,3.686
Springfield,Hillside House,Ground Floor,11426,IfcBeam,PRG-026,26.2383,-15.163,3.8484,2.1184,1.9845,0.15,25.1791,-16.1552,3.7734,27.2975,-14.1707,3.9234
Springfield,Hillside House,Ground Floor,11429,IfcBeam,PRG-013,25.1753,-16.1514,3.8416,3.7026,3.9662,0.6122,23.324,-18.1345,3.5355,27.0266,-14.1683,4.1477
Springfield,Hillside House,Ground Floor,11437,IfcSlab,SLB-0-014,25.9472,-14.9063,0.295,6.8886,7.0726,0.25,22.5029,-18.4426,0.17,29.3915,-11.37,0.42
Springfield,Hillside House,Ground Floor,11433,IfcBeam,PRG-027,27.8747,-16.9229,4.0578,2.0849,1.9485,0.129,26.8323,-17.8971,3.9933,28.9171,-15.9487,4.1223
Springfield,Hillside House,Ground Floor,11650,IfcBeam,PRG-028,27.6704,-16.7032,4.0308,2.0849,1.9485,0.129,26.628,-17.6774,3.9663,28.7128,-15.729,4.0953
Springfield,Hillside House,Ground Floor,11934,IfcBeam,PRG-029,27.4661,-16.4835,4.0039,2.0849,1.9485,0.129,26.4237,-17.4577,3.9393,28.5086,-15.5093,4.0684
Springfield,Hillside House,Ground Floor,12006,IfcBeam,PRG-030,27.2618,-16.2638,3.9769,2.0849,1.9485,0.129,26.2194,-17.238,3.9124,28.3043,-15.2896,4.0414
Springfield,Hillside House,Ground Floor,12233,IfcBeam,PRG-031,27.0576,-16.0441,3.9499,2.0849,1.9485,0.129,26.0151,-17.0183,3.8854,28.1,-15.0698,4.0144
Springfield,Hillside House,Ground Floor,12237,IfcBeam,PRG-032,26.8533,-15.8244,3.9229,2.0849,1.9485,0.129,25.8109,-16.7986,3.8584,27.8957,-14.8501,3.9874
Springfield,Hillside House,Ground Floor,12240,IfcBeam,PRG-033,26.649,-15.6047,3.8959,2.0849,1.9485,0.129,25.6066,-16.5789,3.8314,27.6914,-14.6304,3.9605
Springfield,Hillside House,Ground Floor,12275,IfcBeam,PRG-034,26.4447,-15.385,3.869,2.0849,1.9485,0.129,25.4023,-16.3592,3.8045,27.4872,-14.4107,3.9335
Springfield,Hillside House,Ground Floor,12253,IfcDiscreteAccessory,RNDP-006,29.1488,-16.1615,1.9835,0.0199,0.02,4.0271,29.1388,-16.1715,-0.03,29.1587,-16.1515,3.9971
Springfield,Hillside House,Ground Floor,12267,IfcDiscreteAccessory,RNDP-005,27.3014,-14.1746,1.8717,0.0199,0.02,3.8034,27.2914,-14.1846,-0.03,27.3113,-14.1646,3.7734
Springfield,Hillside House,Ground Floor,12264,IfcBeam,PRG-035,26.0362,-14.9456,3.815,2.0849,1.9485,0.129,24.9937,-15.9198,3.7505,27.0786,-13.9713,3.8795
Springfield,Hillside House,Ground Floor,12271,IfcDiscreteAccessory,RNDP-004,25.4539,-12.1876,1.753,0.0199,0.02,3.5661,25.444,-12.1976,-0.03,25.4639,-12.1776,3.536
Springfield,Hillside House,Ground Floor,12276,IfcBeam,PRG-036,25.8319,-14.7258,3.788,2.0849,1.9485,0.129,24.7895,-15.7001,3.7235,26.8743,-13.7516,3.8526
Springfield,Hillside House,Ground Floor,12281,IfcDiscreteAccessory,RNDP-003,27.0227,-18.1383,1.9835,0.0199,0.02,4.0271,27.0128,-18.1483,-0.03,27.0327,-18.1283,3.9971
Springfield,Hillside House,Ground Floor,12277,IfcBeam,PRG-037,25.6276,-14.5061,3.7611,2.0849,1.9485,0.129,24.5852,-15.4804,3.6966,26.67,-13.5319,3.8256
Springfield,Hillside House,Ground Floor,12292,IfcDiscreteAccessory,RNDP-002,25.1753,-16.1514,1.8717,0.0199,0.02,3.8034,25.1653,-16.1614,-0.03,25.1852,-16.1414,3.7734
Springfield,Hillside House,Ground Floor,12286,IfcBeam,PRG-038,25.4233,-14.2864,3.7341,2.0849,1.9485,0.129,24.3809,-15.2607,3.6696,26.4658,-13.3122,3.7986
Springfield,Hillside House,Ground Floor,12299,IfcDiscreteAccessory,RNDP-001,23.3278,-14.1644,1.753,0.0199,0.02,3.5661,23.3179,-14.1744,-0.03,23.3378,-14.1544,3.536
Springfield,Hillside House,Ground Floor,12302,IfcBeam,PRG-039,25.2191,-14.0667,3.7071,2.0849,1.9485,0.129,24.1766,-15.041,3.6426,26.2615,-13.0925,3.7716
Springfield,Hillside House,Ground Floor,12305,IfcBeam,PRG-040,25.0148,-13.847,3.6801,2.0849,1.9485,0.129,23.9724,-14.8213,3.6156,26.0572,-12.8728,3.7446
Springfield,Hillside House,Ground Floor,12316,IfcBeam,PRG-041,24.8105,-13.6273,3.6532,2.0849,1.9485,0.129,23.7681,-14.6016,3.5886,25.8529,-12.6531,3.7177
Springfield,Hillside House,Ground Floor,12308,IfcBeam,PRG-042,24.6062,-13.4076,3.6262,2.0849,1.9485,0.129,23.5638,-14.3818,3.5617,25.6487,-12.4334,3.6907
Springfield,Hillside House,Ground Floor,12341,IfcBeam,RBM-001,24.432,-22.3232,2.6875,9.2421,9.9133,0.275,19.811,-27.2799,2.55,29.053,-17.3665,2.825
Springfield,Hillside House,Ground Floor,12317,IfcBeam,RBM-002,31.7263,-30.1683,1.4075,5.7127,6.1174,0.115,28.8699,-33.2271,1.35,34.5826,-27.1096,1.465
Springfield,Hillside House,Ground Floor,12327,IfcBeam,RBM-016,36.3928,-28.9164,1.4075,2.634,2.8062,0.115,35.0758,-30.3195,1.35,37.7098,-27.5133,1.465
Springfield,Hillside House,Ground Floor,12332,IfcBeam,RBM-018,36.4169,-26.6073,1.4075,2.6822,2.5187,0.115,35.0758,-27.8666,1.35,37.758,-25.348,1.465
Springfield,Hillside House,Ground Floor,12333,IfcBeam,RBM-020,35.9569,-23.7775,1.4075,3.2618,3.4815,0.115,34.326,-25.5182,1.35,37.5878,-22.0367,1.465
Springfield,Hillside House,Ground Floor,12340,IfcBeam,RBM-019,21.5622,-16.0792,3.0029,3.5024,3.2813,0.2972,19.811,-17.7198,2.8598,23.3134,-14.4385,3.1569
Springfield,Hillside House,Ground Floor,12346,IfcBeam,RBM-004,33.3829,-21.0091,1.6875,2.2524,2.3958,0.275,32.2567,-22.2069,1.55,34.509,-19.8112,1.825
Springfield,Hillside House,Ground Floor,12342,IfcBeam,RBM-005,30.4741,-17.8806,3.6418,2.2072,2.3472,0.5612,29.3705,-19.0542,3.3612,31.5776,-16.707,3.9224
Springfield,Hillside House,Ground Floor,12345,IfcBeam,RBM-006,28.3149,-17.6878,3.5082,2.4771,2.328,0.2972,27.0764,-18.8518,3.3651,29.5535,-16.5238,3.6623
Springfield,Hillside House,Ground Floor,12356,IfcBeam,RBM-017,25.1885,-16.8218,3.259,4.1163,4.4005,0.8065,23.1303,-19.0221,2.8558,27.2466,-14.6216,3.6623
Springfield,Hillside House,Ground Floor,12355,IfcBuildingElementProxy,FUR-008,22.7265,-19.2391,2.2109,0.6666,0.6209,0.9,22.3922,-19.5485,1.7609,23.0588,-18.9276,2.6609
Springfield,Hillside House,Ground Floor,12370,IfcDiscreteAccessory,RNDP-007,38.1534,-25.8462,0.3735,0.0199,0.02,4.2471,38.1435,-25.8562,-1.75,38.1634,-25.8362,2.4971
Springfield,Hillside House,Ground Floor,12361,IfcDiscreteAccessory,RNDP-008,40.3149,-28.1709,0.3735,0.0199,0.02,4.2471,40.3049,-28.1809,-1.75,40.3248,-28.1609,2.4971
Springfield,Hillside House,Ground Floor,12371,IfcDiscreteAccessory,RNDP-009,36.0442,-27.8072,0.3735,0.0199,0.02,4.2471,36.0343,-27.8172,-1.75,36.0542,-27.7972,2.4971
Springfield,Hillside House,Ground Floor,12378,IfcDiscreteAccessory,RNDP-010,38.2057,-30.1319,0.3735,0.0199,0.02,4.2471,38.1958,-30.1419,-1.75,38.2157,-30.1219,2.4971
Springfield,Hillside House,Ground Floor,12377,IfcWall,WAL-I-034,25.2358,-21.609,1.8521,0.6861,0.7272,3.7735,24.8928,-21.9726,-0.015,25.5788,-21.2454,3.7585
Springfield,Hillside House,Ground Floor,12431,IfcColumn,COL-P-004,17.3788,-17.4613,1.2425,0.1413,0.1413,0.875,17.3082,-17.5319,0.805,17.4495,-17.3906,1.68
Springfield,Hillside House,Ground Floor,12426,IfcWallStandardCase,WAL-E-018,33.765,-32.4785,-0.0425,1.7748,2.1654,3.415,32.8078,-33.6363,-1.75,34.5826,-31.4709,1.665
Springfield,Hillside House,Ground Floor,12461,IfcBuildingElementProxy,FUR-009,20.5516,-17.5826,1.4174,0.2896,0.2984,0.2941,20.3532,-17.707,1.29,20.6428,-17.4086,1.5841
Springfield,Hillside House,Ground Floor,12468,IfcCovering,SLB-0-001,16.25,-16.0849,1.79,5.6661,6.9033,0.02,12.5305,-19.3821,1.78,18.1966,-12.4788,1.8
Springfield,Hillside House,Ground Floor,12469,IfcBeam,BEM-P-001,16.9487,-13.8191,1.73,2.467,2.649,0.1,15.7152,-15.1437,1.68,18.1822,-12.4946,1.78
Springfield,Hillside House,Ground Floor,12474,IfcBeam,BEM-P-002,14.1443,-13.9824,1.73,3.1983,2.9777,0.1,12.5451,-15.4713,1.68,15.7434,-12.4936,1.78
Springfield,Hillside House,Ground Floor,12488,IfcBeam,BEM-P-003,14.3734,-17.4084,1.73,3.6586,3.9307,0.1,12.5441,-19.3737,1.68,16.2027,-15.443,1.78
Springfield,Hillside House,Ground Floor,12481,IfcBeam,BEM-P-004,17.0944,-18.5174,1.73,1.8398,1.7146,0.1,16.1745,-19.3747,1.68,18.0143,-17.6601,1.78
Springfield,Hillside House,Ground Floor,12499,IfcBeam,BEM-P-005,17.4048,-17.034,1.73,1.2209,1.3088,0.1,16.7944,-17.6884,1.68,18.0153,-16.3796,1.78
Springfield,Hillside House,Ground Floor,12492,IfcBeam,BEM-P-006,17.3748,-15.8672,1.73,1.6128,1.5035,0.1,16.5684,-16.6189,1.68,18.1811,-15.1154,1.78
Springfield,Hillside House,Ground Floor,12504,IfcBeam,BEM-P-007,13.8759,-16.4474,1.73,0.452,0.4242,0.1,13.6499,-16.6595,1.68,14.1019,-16.2353,1.78
Springfield,Hillside House,Ground Floor,12503,IfcBeam,BEM-P-011,15.2957,-17.9744,1.73,0.452,0.4242,0.1,15.0697,-18.1865,1.68,15.5217,-17.7623,1.78
Springfield,Hillside House,Ground Floor,12513,IfcBeam,BEM-P-013,15.332,-13.6701,1.73,1.6196,1.5108,0.1,14.5222,-14.4255,1.68,16.1418,-12.9147,1.78
Springfield,Hillside House,Ground Floor,12515,IfcSlab,SLB-0-013,34.4845,-25.5218,-1.35,5.4076,5.1659,0.6,31.9971,-27.3728,-1.65,37.4047,-22.2069,-1.05
Springfield,Hillside House,Ground Floor,12551,IfcBeam,BEM-P-017,16.0057,-18.738,1.73,0.4588,0.4316,0.1,15.7763,-18.9538,1.68,16.2351,-18.5222,1.78
Springfield,Hillside House,Ground Floor,12520,IfcBeam,BEM-P-023,14.7982,-17.0134,1.73,3.666,3.9375,0.1,12.9652,-18.9822,1.68,16.6311,-15.0447,1.78
Springfield,Hillside House,Ground Floor,12545,IfcBeam,BEM-P-024,15.9589,-15.9342,1.73,3.666,3.9375,0.1,14.126,-17.9029,1.68,17.7919,-13.9654,1.78
Springfield,Hillside House,Ground Floor,12534,IfcBeam,BEM-P-018,17.4923,-17.3557,1.73,0.2611,0.2477,0.1,17.3618,-17.4796,1.68,17.6229,-17.2319,1.78
Springfield,Hillside House,Ground Floor,12537,IfcBeam,BEM-P-019,14.5858,-17.2109,1.73,0.4588,0.4316,0.1,14.3564,-17.4267,1.68,14.8152,-16.9951,1.78
Springfield,Hillside House,Ground Floor,12547,IfcBeam,BEM-P-014,13.1661,-15.6839,1.73,0.4588,0.4316,0.1,12.9367,-15.8997,1.68,13.3955,-15.4682,1.78
Springfield,Hillside House,Ground Floor,12542,IfcBeam,BEM-P-008,14.6687,-15.7103,1.73,1.188,1.1086,0.1,14.0747,-16.2646,1.68,15.2627,-15.156,1.78
Springfield,Hillside House,Ground Floor,12558,IfcBeam,BEM-P-020,15.3786,-16.4738,1.73,1.1948,1.1159,0.1,14.7811,-17.0317,1.68,15.976,-15.9158,1.78
Springfield,Hillside House,Ground Floor,12560,IfcBeam,BEM-P-012,16.0884,-17.2373,1.73,1.188,1.1086,0.1,15.4944,-17.7915,1.68,16.6824,-16.683,1.78
Springfield,Hillside House,Ground Floor,12559,IfcBeam,BEM-P-021,16.7984,-18.0009,1.73,1.1948,1.1159,0.1,16.201,-18.5588,1.68,17.3958,-17.443,1.78
Springfield,Hillside House,Ground Floor,12561,IfcBeam,BEM-P-009,16.0418,-14.4336,1.73,1.6128,1.5035,0.1,15.2355,-15.1853,1.68,16.8482,-13.6818,1.78
Springfield,Hillside House,Ground Floor,12572,IfcBeam,BEM-P-015,13.9588,-14.9468,1.73,1.1948,1.1159,0.1,13.3614,-15.5048,1.68,14.5562,-14.3889,1.78
Springfield,Hillside House,Ground Floor,12579,IfcBeam,BEM-P-022,16.7517,-15.1971,1.73,1.6196,1.5108,0.1,15.9419,-15.9525,1.68,17.5615,-14.4416,1.78
Springfield,Hillside House,Ground Floor,12588,IfcBeam,BEM-P-010,17.0938,-16.9271,1.73,0.2543,0.2404,0.1,16.9667,-17.0473,1.68,17.221,-16.8069,1.78
Springfield,Hillside House,Ground Floor,12676,IfcFurnishingElement,FUR-008,21.9847,-18.3247,0.8371,0.7676,0.8121,0.9986,21.6268,-18.7769,0.4513,22.3945,-17.9648,1.4499
Springfield,Hillside House,Ground Floor,12659,IfcFlowTerminal,FUR-011,26.2746,-23.4735,0.5086,0.536,0.5486,1.13,26.0499,-23.7931,0.17,26.5859,-23.2444,1.3
Springfield,Hillside House,Ground Floor,12914,IfcFlowTerminal,FUR-006,26.5231,-21.4368,0.7953,1.0924,1.0671,1.02,25.9487,-21.94,0.0524,27.0411,-20.8729,1.0724
Springfield,Hillside House,Ground Floor,12719,IfcFurnishingElement,FUR-001,23.076,-15.4879,0.916,2.0775,2.021,0.66,21.6656,-16.8128,0.45,23.7432,-14.7919,1.11
Springfield,Hillside House,Ground Floor,12738,IfcBuildingElementProxy,FUR-009,22.4303,-18.9588,0.8413,1.4338,1.3927,0.75,21.7134,-19.6551,0.45,23.1473,-18.2624,1.2
Springfield,Hillside House,Ground Floor,12817,IfcBuildingElementProxy,FU - 023,24.2095,-18.353,1.0942,1.2193,1.1833,2.1,23.5229,-18.8552,0.45,24.7422,-17.672,2.55
