site,building,storey,id,ifc_type,name,cx,cy,cz,size_x,size_y,size_z,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z
Springfield,Hillside House,First Floor,16182,IfcFurnishingElement,FUR-002,34.1787,-30.3388,2.1624,2.6801,2.6904,0.92,32.8703,-31.7181,1.78,35.5504,-29.0277,2.7
Springfield,Hillside House,First Floor,16301,IfcFurnishingElement,FUR-010,33.3029,-29.3906,2.7905,2.547,2.4277,2.1,31.9141,-30.6261,1.78,34.4611,-28.1984,3.88
Springfield,Hillside House,First Floor,16333,IfcFurnishingElement,FUR-003,34.5112,-29.0076,2.0063,0.5705,0.5602,0.5,34.1886,-29.2475,1.78,34.759,-28.6873,2.28
Springfield,Hillside House,First Floor,16335,IfcFurnishingElement,FUR-003,32.8268,-30.5738,2.0063,0.5705,0.5602,0.5,32.5042,-30.8136,1.78,33.0746,-30.2534,2.28
Springfield,Hillside House,First Floor,16463,IfcBuildingElementProxy,FUR-018,30.6533,-27.7592,2.2056,1.5643,1.5824,1.0989,30.2614,-28.9417,1.78,31.8257,-27.3593,2.8789
Springfield,Hillside House,First Floor,16596,IfcBuildingElementProxy,FUR-018,31.7205,-26.765,2.2056,1.5643,1.5824,1.0989,31.3306,-27.9476,1.78,32.8949,-26.3652,2.8789
Springfield,Hillside House,First Floor,16655,IfcBuildingElementProxy,FUR-009,32.095,-27.693,3.6278,0.2299,0.2153,0.3,31.9697,-27.8042,3.48,32.1996,-27.5889,3.78
Springfield,Hillside House,First Floor,16657,IfcFlowTerminal,FUR-011,34.2896,-22.9092,2.1886,0.5486,0.536,1.13,34.0605,-23.1339,1.85,34.6091,-22.5979,2.98
Springfield,Hillside House,First Floor,16772,IfcFlowTerminal,FUR-006,35.8044,-24.2132,2.5229,0.8998,0.9154,1.02,35.3827,-24.6448,1.78,36.2824,-23.7294,2.8
Springfield,Hillside House,First Floor,16700,IfcBuildingElementProxy,FU - 028,34.5819,-23.2027,2.4622,0.2551,0.253,0.16,34.4514,-23.3259,2.3697,34.7065,-23.073,2.5297
Springfield,Hillside House,First Floor,16703,IfcWallStandardCase,WAL-I-007,34.5311,-22.6845,2.5125,0.7031,0.7509,1.465,34.1795,-23.06,1.78,34.8826,-22.3091,3.245
Springfield,Hillside House,First Floor,16738,IfcFlowTerminal,FU - 023,35.1726,-23.5985,2.8156,0.6074,0.5789,1.9189,34.7249,-23.9318,2.1011,35.3323,-23.3529,4.02
Springfield,Hillside House,First Floor,16771,IfcFlowTerminal,FUR-006,36.3472,-24.797,2.5229,0.9036,0.9195,1.02,35.9236,-25.2307,1.78,36.8271,-24.3111,2.8
Springfield,Hillside House,First Floor,16774,IfcWall,WAL-I-007,35.2388,-23.4458,3.3661,0.6495,0.6932,3.2515,34.9141,-23.7923,1.78,35.5636,-23.0992,5.0315
Springfield,Hillside House,First Floor,16779,IfcCovering,MORPH-001,36.1407,-26.0025,2.085,2.8847,2.7622,0.6,34.5138,-27.6631,1.78,37.3985,-24.9009,2.38
Springfield,Hillside House,First Floor,16782,IfcSlab,SLB-1-017,34.6252,-24.3263,1.6225,5.1901,6.122,0.315,32.7799,-27.9765,1.465,37.97,-21.8545,1.78
Springfield,Hillside House,First Floor,16788,IfcSlab,SLB-1-017,32.6545,-22.7309,1.6225,0.1245,0.1318,0.315,32.6123,-22.8181,1.465,32.7368,-22.6864,1.78
Springfield,Hillside House,First Floor,16807,IfcBuildingElementProxy,FU - 026,37.1104,-25.2539,2.98,0.4102,0.4354,0.04,36.9135,-25.4636,2.96,37.3237,-25.0283,3.0
Springfield,Hillside House,First Floor,16806,IfcBuildingElementProxy,FU - 026,37.1104,-25.2539,3.28,0.4102,0.4354,0.04,36.9135,-25.4636,3.26,37.3237,-25.0283,3.3
Springfield,Hillside House,First Floor,16810,IfcBuildingElementProxy,FU - 027,36.0029,-24.0325,3.328,0.3551,0.3798,0.8,35.8253,-24.2224,2.928,36.1804,-23.8427,3.728
Springfield,Hillside House,First Floor,16816,IfcBuildingElementProxy,FU - 027,36.5476,-24.6184,3.328,0.3551,0.3798,0.8,36.3701,-24.8083,2.928,36.7252,-24.4285,3.728
Springfield,Hillside House,First Floor,16935,IfcBuildingElementProxy,FUR-008,29.903,-26.5583,2.7144,1.1171,1.0734,1.8,29.3445,-27.095,1.78,30.4616,-26.0215,3.58
Springfield,Hillside House,First Floor,16940,IfcBuildingElementProxy,FU - 027,33.2503,-22.5774,3.328,0.3505,0.3279,0.76,33.0751,-22.7413,2.948,33.4256,-22.4135,3.708
Springfield,Hillside House,First Floor,16951,IfcBuildingElementProxy,FU - 026,33.7245,-22.4933,3.08,0.2399,0.2523,0.04,33.6127,-22.6116,3.06,33.8526,-22.3593,3.1
Springfield,Hillside House,First Floor,17000,IfcBuildingElementProxy,FU - 025,34.8164,-32.4271,2.1466,1.1512,1.1101,0.6,34.3103,-33.0568,1.78,35.4615,-31.9468,2.38
Springfield,Hillside House,First Floor,16996,IfcBuildingElementProxy,FU - 021,35.1763,-29.6495,1.781,1.4608,1.5071,0.0,34.4459,-30.4031,1.781,35.9067,-28.896,1.781
Springfield,Hillside House,First Floor,16999,IfcBuildingElementProxy,FU - 021,33.4187,-31.2838,1.781,1.4608,1.5071,0.0,32.6883,-32.0373,1.781,34.1491,-30.5302,1.781
Springfield,Hillside House,First Floor,17069,IfcBuildingElementProxy,FUR-007,36.4545,-30.5937,2.1985,0.6556,0.738,0.8097,36.1002,-30.9697,1.78,36.7558,-30.2317,2.5897
Springfield,Hillside House,First Floor,17073,IfcCovering,S -001,34.586,-22.6335,3.255,0.813,0.853,0.02,34.1795,-23.06,3.245,34.9925,-22.2069,3.265
Springfield,Hillside House,First Floor,17072,IfcWall,WAL-I-028,33.4591,-24.9461,3.3486,1.2347,1.0998,3.1783,32.936,-25.3869,1.765,34.1707,-24.2871,4.9433
Springfield,Hillside House,Roof,17095,IfcBeam,RBM-011,32.2461,-19.7864,2.697,0.3873,0.3899,2.2941,32.0524,-19.9814,1.55,32.4398,-19.5915,3.8441
Springfield,Hillside House,Roof,17159,IfcWindow,SKL-003,30.8153,-21.6333,4.7611,1.7126,1.7518,0.9655,29.9801,-22.5321,4.0741,31.6927,-20.7804,5.0396
Springfield,Hillside House,Roof,17155,IfcWindow,SKL-004,29.5777,-22.7841,4.7611,1.7126,1.7518,0.9655,28.7424,-23.6829,4.0741,30.455,-21.9312,5.0396
Springfield,Hillside House,Roof,17158,IfcWindow,SKL-001,31.9708,-22.8761,5.0603,1.7126,1.7518,0.9655,31.1356,-23.7749,4.3733,32.8482,-22.0232,5.3388
Springfield,Hillside House,Roof,17163,IfcWindow,SKL-002,30.7332,-24.0269,5.0603,1.7126,1.7518,0.9655,29.8979,-24.9257,4.3733,31.6105,-23.1739,5.3388
Springfield,Hillside House,Roof,17176,IfcBeam,PRG-008,39.2603,-29.1514,4.269,2.3212,2.1731,0.15,38.0997,-30.2379,4.194,40.4209,-28.0649,4.344
Springfield,Hillside House,Roof,17181,IfcBeam,PRG-010,39.2342,-27.0085,4.5615,2.1692,2.317,0.7407,38.1496,-28.167,4.1912,40.3187,-25.85,4.9319
Springfield,Hillside House,Roof,17187,IfcBeam,PRG-011,37.125,-28.9696,4.5615,2.1692,2.317,0.7407,36.0404,-30.1281,4.1912,38.2096,-27.8111,4.9319
Springfield,Hillside House,Roof,17184,IfcBeam,PRG-014,39.0388,-28.9132,4.3159,2.0679,1.9327,0.129,38.0048,-29.8795,4.2514,40.0728,-27.9468,4.3804
Springfield,Hillside House,Roof,17190,IfcBeam,PRG-015,38.8346,-28.6936,4.3724,2.0679,1.9327,0.129,37.8007,-29.66,4.3079,39.8686,-27.7272,4.4369
Springfield,Hillside House,Roof,17198,IfcBeam,PRG-016,38.6305,-28.474,4.429,2.0679,1.9327,0.129,37.5965,-29.4404,4.3644,39.6645,-27.5077,4.4935
Springfield,Hillside House,Roof,17205,IfcBeam,PRG-017,38.4263,-28.2544,4.4855,2.0679,1.9327,0.129,37.3924,-29.2208,4.421,39.4603,-27.2881,4.55
Springfield,Hillside House,Roof,17200,IfcBeam,PRG-018,38.2222,-28.0349,4.542,2.0679,1.9327,0.129,37.1882,-29.0012,4.4775,39.2561,-27.0685,4.6065
Springfield,Hillside House,Roof,17204,IfcBeam,PRG-019,38.018,-27.8153,4.5986,2.0679,1.9327,0.129,36.984,-28.7817,4.5341,39.052,-26.8489,4.6631
Springfield,Hillside House,Roof,17203,IfcBeam,PRG-020,37.8139,-27.5957,4.6551,2.0679,1.9327,0.129,36.7799,-28.5621,4.5906,38.8478,-26.6294,4.7196
Springfield,Hillside House,Roof,17206,IfcBeam,PRG-021,37.6097,-27.3762,4.7116,2.0679,1.9327,0.129,36.5757,-28.3425,4.6471,38.6437,-26.4098,4.7762
Springfield,Hillside House,Roof,17213,IfcBeam,PRG-022,37.4055,-27.1566,4.7682,2.0679,1.9327,0.129,36.3716,-28.1229,4.7037,38.4395,-26.1902,4.8327
Springfield,Hillside House,Roof,17214,IfcBeam,PRG-023,37.2014,-26.937,4.8247,2.0679,1.9327,0.129,36.1674,-27.9034,4.7602,38.2354,-25.9706,4.8892
Springfield,Hillside House,Roof,17219,IfcBeam,RBM-007,33.6364,-21.2817,4.328,4.4836,4.7956,1.4183,31.3945,-23.6795,3.6189,35.8782,-18.8839,5.0371
Springfield,Hillside House,Roof,17261,IfcDiscreteAccessory,BEM-P-006,32.7182,-26.4476,5.6647,6.7184,6.2705,0.0311,29.359,-29.5829,5.6564,36.0774,-23.3123,5.6874
Springfield,Hillside House,Roof,17276,IfcSlab,RFC-002,27.6273,-27.1809,4.8024,5.2087,5.261,1.6772,24.9132,-29.497,3.9235,30.1219,-24.236,5.6007
Springfield,Hillside House,Roof,17277,IfcSlab,RFC-001,22.249,-21.3044,3.8003,7.1446,7.5518,1.3584,18.6767,-25.0804,3.1211,25.8214,-17.5285,4.4795
Springfield,Hillside House,Roof,17278,IfcSlab,RFC-003,32.1695,-31.4089,4.6861,5.1233,4.7797,1.8327,29.4382,-33.6411,3.7698,34.5616,-28.8613,5.6025
Springfield,Hillside House,Roof,17330,IfcFlowSegment,FU - 016,36.2712,-32.0864,4.2983,3.6849,3.419,0.1704,34.5183,-33.7509,4.2111,38.2032,-30.332,4.3816
Springfield,Hillside House,Roof,17359,IfcFlowSegment,FU - 016,36.838,-26.647,4.9874,2.4032,2.2476,0.1673,35.6841,-27.7933,4.9016,38.0873,-25.5457,5.0688
Springfield,Hillside House,Roof,17400,IfcCovering,FU - 017,34.9401,-27.873,5.1627,7.9842,10.236,1.3066,30.1219,-33.6363,4.3703,38.1061,-23.4003,5.6769
Springfield,Hillside House,Roof,17524,IfcCovering,FU - 017,31.0211,-23.3143,5.0489,10.174,10.0864,1.153,25.8214,-28.8613,4.5221,35.9954,-18.775,5.6752
Springfield,Hillside House,Roof,17463,IfcCovering,FU - 017,31.4371,-30.7457,5.2147,5.1233,4.7797,1.3066,29.4382,-33.6411,4.3703,34.5616,-28.8613,5.6769
Springfield,Hillside House,Roof,17553,IfcCovering,FU - 017,27.6452,-26.8879,5.1034,5.2087,5.261,1.153,24.9132,-29.497,4.5221,30.1219,-24.236,5.6752
Springfield,Hillside House,Roof,17482,IfcCovering,FU - 017,22.3668,-21.1938,4.1339,7.1446,7.5518,0.8411,18.6767,-25.0804,3.7132,25.8214,-17.5285,4.5544
Springfield,Hillside House,Roof,17523,IfcCovering,FU - 017,26.5538,-18.8529,4.235,12.11,10.0236,0.8411,19.5849,-24.236,3.7132,31.6948,-14.2124,4.5544
Springfield,Hillside House,Roof,17558,IfcFlowSegment,FU - 016,28.2524,-17.312,4.1392,2.4024,2.2703,0.1465,26.9833,-18.4573,4.0593,29.3857,-16.1869,4.2059
Springfield,Hillside House,Roof,17605,IfcFlowSegment,FU - 016,20.9726,-16.2075,3.6404,4.5729,4.2631,0.1513,18.578,-18.3692,3.5533,23.1509,-14.1061,3.7046
