storey,wall_name,x1,y1,x2,y2,length_m
First Floor,WAL-I-025,30.7565,-28.9417,30.8246,-29.015,0.1
First Floor,WAL-I-025,32.963,-27.0267,30.8246,-29.015,2.92
First Floor,WAL-I-025,32.8949,-26.9534,30.8246,-29.015,2.9217
First Floor,WAL-I-028,33.0041,-25.4553,32.2036,-26.063,1.005
First Floor,WAL-I-028,32.936,-25.3821,32.2036,-26.063,1.0
First Floor,WAL-I-028,33.0041,-25.4553,32.936,-25.3821,0.1
First Floor,WAL-I-028,32.2717,-26.1363,32.2036,-26.063,0.1
First Floor,WAL-I-028,33.0041,-25.4553,32.2717,-26.1363,1.0
First Floor,WAL-I-032,33.9767,-24.0048,35.0606,-22.997,1.48
First Floor,WAL-I-032,33.9767,-24.0048,33.9086,-23.9316,0.1
First Floor,WAL-I-032,35.0606,-22.997,34.9925,-22.9238,0.1
First Floor,WAL-I-032,33.9086,-23.9316,34.9925,-22.9238,1.48
First Floor,WAL-I-032,33.9767,-24.0048,34.9925,-22.9238,1.4834
First Floor,WAL-I-041,34.5844,-24.8053,34.5163,-24.732,0.1
First Floor,WAL-I-041,35.1703,-24.2605,35.1022,-24.1873,0.1
First Floor,WAL-I-041,35.7415,-23.7294,35.1022,-24.1873,0.7864
First Floor,WAL-I-041,35.7415,-23.7294,35.6734,-23.6562,0.1
First Floor,WAL-I-041,35.6734,-23.6562,35.1022,-24.1873,0.78
First Floor,WAL-I-041,34.5163,-24.732,34.5895,-24.6639,0.1
First Floor,WAL-I-041,34.6576,-24.7372,34.5895,-24.6639,0.1
First Floor,WAL-I-041,35.7415,-23.7294,35.1703,-24.2605,0.78
First Floor,WAL-I-041,34.6576,-24.7372,34.5163,-24.732,0.1414
First Floor,WAL-I-041,34.5844,-24.8053,34.6576,-24.7372,0.1
First Floor,WAL-I-029,33.639,-22.2024,32.8532,-22.7964,0.9851
First Floor,WAL-I-029,33.639,-22.2024,33.5709,-22.1291,0.1
First Floor,WAL-I-029,32.9213,-22.8697,32.8532,-22.7964,0.1
First Floor,WAL-I-029,33.639,-22.2024,32.9213,-22.8697,0.98
First Floor,WAL-I-029,33.5709,-22.1291,32.8532,-22.7964,0.98
First Floor,WAL-I-030,33.8865,-22.6155,33.9598,-22.5474,0.1
First Floor,WAL-I-030,33.8865,-22.6155,33.5657,-22.2705,0.4711
First Floor,WAL-I-030,33.639,-22.2024,33.5657,-22.2705,0.1
First Floor,WAL-I-030,33.9598,-22.5474,33.5657,-22.2705,0.4816
First Floor,WAL-I-030,33.9598,-22.5474,33.639,-22.2024,0.4711
First Floor,WAL-I-027,33.4126,-25.8947,33.6239,-26.0779,0.2796
First Floor,WAL-I-027,33.4126,-25.8947,33.6019,-26.0983,0.278
First Floor,WAL-I-027,34.2148,-26.7575,35.0978,-27.6631,1.2649
First Floor,WAL-I-027,34.2367,-26.737,35.0978,-27.6631,1.2646
First Floor,WAL-I-027,33.4346,-25.8743,33.6239,-26.0779,0.278
First Floor,WAL-I-027,34.2148,-26.7575,35.0758,-27.6836,1.2646
First Floor,WAL-I-031,34.326,-22.2069,33.9599,-22.5473,0.4999
First Floor,WAL-I-031,34.326,-22.2069,34.2579,-22.1337,0.1
First Floor,WAL-I-031,33.9599,-22.5473,33.8918,-22.4741,0.1
First Floor,WAL-I-031,34.2579,-22.1337,33.8918,-22.4741,0.4999
First Floor,WAL-I-031,34.326,-22.2069,33.8918,-22.4741,0.5098
First Floor,WAL-I-040,34.1758,-24.3658,33.7884,-23.9492,0.5689
First Floor,WAL-I-040,33.3169,-23.2952,32.9894,-22.9429,0.4811
First Floor,WAL-I-040,34.2491,-24.2978,33.8617,-23.8811,0.5689
First Floor,WAL-I-040,32.9161,-23.011,32.9894,-22.9429,0.1
First Floor,WAL-I-040,33.7884,-23.9492,33.8617,-23.8811,0.1
First Floor,WAL-I-040,34.1758,-24.3658,34.2491,-24.2978,0.1
First Floor,WAL-I-040,33.2437,-23.3633,32.9161,-23.011,0.4811
First Floor,WAL-I-040,33.3169,-23.2952,32.9161,-23.011,0.4913
First Floor,WAL-I-040,34.1758,-24.3658,33.8617,-23.8811,0.5777
First Floor,WAL-I-040,33.2437,-23.3633,33.3169,-23.2952,0.1
First Floor,WAL-I-007,34.1795,-22.3431,34.2161,-22.3091,0.05
First Floor,WAL-I-007,34.1795,-22.3431,34.846,-23.06,0.9789
First Floor,WAL-I-007,34.8826,-23.0259,34.2161,-22.3091,0.9789
First Floor,WAL-I-007,34.1795,-22.3431,34.8826,-23.0259,0.9801
First Floor,WAL-I-007,34.846,-23.06,34.8826,-23.0259,0.05
First Floor,WAL-I-007,34.9141,-23.1332,34.9507,-23.0992,0.05
First Floor,WAL-I-007,34.9507,-23.0992,35.5636,-23.7583,0.9
First Floor,WAL-I-007,34.9141,-23.1332,35.5269,-23.7923,0.9
First Floor,WAL-I-007,35.5636,-23.7583,35.5269,-23.7923,0.05
First Floor,WAL-I-007,34.9507,-23.0992,35.5269,-23.7923,0.9014
First Floor,WAL-I-028,33.077,-25.3869,34.1707,-24.3603,1.5
First Floor,WAL-I-028,34.1026,-24.2871,33.0092,-25.314,1.5
First Floor,WAL-I-028,34.1707,-24.3603,34.1026,-24.2871,0.1
First Floor,WAL-I-028,33.077,-25.3869,33.0092,-25.314,0.0995
First Floor,WAL-I-028,34.1026,-24.2871,32.936,-25.3821,1.6
First Floor,WAL-I-028,32.936,-25.3821,33.0092,-25.314,0.1
First Floor,WAL-I-028,34.1707,-24.3603,33.0092,-25.314,1.5028
